Date,Adress,Size,Rooms,Broker,Rent,Price
10 maj 2017,"Katrinebergsbacken 32, vån 3",97,4,Notar,4999,5295000
10 maj 2017,Blekingegatan 59,96,4,Erik Olsson Fastighetsförmedling,5524,8300000
8 maj 2017,Bergtallsvägen 24,"98,5",4,Fastighetsbyrån Hägersten/Älvsjö,5415,5530000
7 maj 2017,Glädjevägen 4B,100,4,HusmanHagberg Vällingby/Hässelby/Spånga,6057,2750000
6 maj 2017,"Johan Skyttes Väg 388, 1 tr",99,4,Fastighetsbyrån Hägersten/Älvsjö,4951,5510000
5 maj 2017,"Gästrikegatan 6, 4 tr",100,4,Fastighetsbyrån Stockholm - Vasastan,3710,10700000
5 maj 2017,Sjöviksvägen 13,99,4,Fastighetsbyrån Hägersten/Älvsjö,5258,6800000
4 maj 2017,"Ingemarsgatan 4, 3 tr",100,4,Fastighetsbyrån Stockholm - Vasastan,5807,7800000
4 maj 2017,"Farstavägen 87, 6tr","96,5",4,Notar,3782,3625000
3 maj 2017,Emilia Fogelklous gata 23,95,4,Bostadsrättsspecialisten,4294,4250000
29 april 2017,"Torsgatan 7, 2tr.","98,5",4,Fastighetsbyrån Stockholm - Vasastan,4224,7500000
28 april 2017,"Gränsholmsbacken 14, 2 tr.",100,4,Tomas Mäklarbyrå AB,4448,2990000
27 april 2017,Borgarfjordsgatan 21A,98,4,Länsförsäkringar Fastighetsförmedling Järfälla,5083,3700000
27 april 2017,"Arbetargatan 24B, 2 tr",96,4,HusmanHagberg Kungsholmen,3519,7610000
25 april 2017,"Dalagatan 25, 5tr",100,4,Fastighetsbyrån Stockholm - Vasastan,4625,10600000
25 april 2017,Brattforsgatan 7,100,4,HusmanHagberg Farsta,6191,3900000
24 april 2017,"Söderberga Allé 44, 2tr",99,4,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,6774,2550000
21 april 2017,Suddagummans gata 12,98,4,Notar,5602,4650000
21 april 2017,Eldsbergagränd 23,95,4,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,4825,3190000
21 april 2017,"Skogvaktargatan 5, 3 tr",97,4,Erik Olsson Fastighetsförmedling,3303,7400000
20 april 2017,"Sara Lidmans Gata 6, 5 tr",100,4,Mäklarhuset Stockholm Innerstan,4398,7550000
15 april 2017,"Harry Martinsons Gata 13, 9 tr",100,4,HusmanHagberg Kungsholmen,4302,8100000
13 april 2017,"Gävlegatan 6, 3tr",98,3,Fastighetsbyrån Stockholm - Vasastan,4612,9140000
13 april 2017,Björngårdsgatan 16B,96,4,Svensk Fastighetsförmedling Sthlm Södermalm,4293,8100000
12 april 2017,"Östersundsgatan 8, 3tr",96,4,Svensk Fastighetsförmedling Vällingby/Hässelby/Spånga,5080,3700000
9 april 2017,Förlandagränd 84,95,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,4872,3100000
9 april 2017,"Badstrandsvägen 4D, 1 tr","97,5",4,Svensk Fastighetsförmedling Sthlm Kungsholmen,5952,6730000
8 april 2017,"Alpvägen 21, 2 tr",99,4,Svenska Mäklarhuset Bromma,5508,4820000
7 april 2017,"Sköntorpsvägen 120, 2 tr",100,4,Södermäklarna,4892,5310000
6 april 2017,Björnsonsgatan 327,96,4,Fastighetsbyrån Bromma,6986,3790000
6 april 2017,Dartanjangs gata 62,96,4,Fastighetsbyrån Bromma,5192,4350000
6 april 2017,"Fyrvaktarkroken 56, 5tr",99,4,Länsförsäkringar Fastighetsförmedling Stockholm - Enskede,5672,5900000
6 april 2017,Annedalsvägen 51,100,4,Notar,5071,5325000
6 april 2017,Hagagatan 15B,96,4,Erik Olsson Fastighetsförmedling,4067,7850000
5 april 2017,Klas Klättermus Gata 5,95,4,Svenska Mäklarhuset Bromma,4833,5010000
5 april 2017,"Tomtebobarnens gata 7, 4tr","99,5",4,Svenska Mäklarhuset Bromma,5083,5260000
5 april 2017,"Warfvinges väg 3, 3 tr",100,4,Karlsson & Uddare AB,4725,7575000
4 april 2017,Glidflyktgsatan 6,97,4,HusmanHagberg Enskede,6152,3800000
4 april 2017,"Getfotsvägen 59, 3 tr",100,4,ERA Enskede-Farsta kontoret,6274,5000000
31 mars 2017,Sobelgränd 18,97,4,Fjelkners Fastighetsmäkleri,6828,5550000
28 mars 2017,"Dalagatan 60, 3 tr",98,4,Fastighetsbyrån Stockholm - Vasastan,3832,10850000
25 mars 2017,"Sibbarpsgränd 23, 1 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,4549,3000000
24 mars 2017,Vintrosagatan 13,95,4,Svensk Fastighetsförmedling Älvsjö,4848,3270000
24 mars 2017,"Pelle Svanslös gata 3, 5tr",95,4,Svenska Mäklarhuset Bromma,5065,4995000
23 mars 2017,"Luftskeppsgatan 2, 2 tr",99,4,Fastighetsbyrån Enskede,6911,3500000
23 mars 2017,Bennebolsgatan 40,97,4,Notar,5640,3600000
22 mars 2017,Tellusborgsvägen 82,99,4,Erik Olsson Fastighetsförmedling,5552,6850000
21 mars 2017,"Dymlingsgränd 7, 1 tr",95,4,Södermäklarna,4961,4675000
17 mars 2017,Fartygsgatan 8,98,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5631,6900000
17 mars 2017,Skulptörvägen 16,96,4,Erik Olsson Fastighetsförmedling,5667,5620000
16 mars 2017,"Lindhagensgatan 75, vån 4","96,5",4,HusmanHagberg Kungsholmen,4404,7410000
16 mars 2017,Holländargatan 38,97,4,Erik Olsson Fastighetsförmedling,3718,7980000
16 mars 2017,"Sven Rinmans Gata 3, 1,5 tr",96,3,Karlsson & Uddare AB,5083,8325000
16 mars 2017,Torbjörn klockares gata 19,100,4,Svensk Fastighetsförmedling Sthlm Vasastan,5792,7500000
15 mars 2017,"Sorögatan 15, 3tr",100,4,SkandiaMäklarna Kista,5683,3810000
14 mars 2017,"Valhallavägen 34, (4,5 tr)",96,4,Innerstadsspecialisten Stockholm AB,3356,9750000
14 mars 2017,Krakel spektakels gata 1,98,4,Svenska Mäklarhuset Bromma,4654,4495000
13 mars 2017,"Nybohovsbacken 31, 1tr",95,4,Notar,4212,4600000
11 mars 2017,Dartanjangs Gata 62,96,4,Fastighetsbyrån Bromma,5192,4575000
11 mars 2017,"Sankt Eriksgatan 97, 2tr.",99,3,Fastighetsbyrån Stockholm - Vasastan,3944,8800000
9 mars 2017,Vintrosagatan 7,95,4,Svensk Fastighetsförmedling Älvsjö,5700,2325000
6 mars 2017,"Inedalsgatan 7, 4 tr",100,4,Karlsson & Uddare AB,2378,10100000
3 mars 2017,"Snickerigatan 9, vån 2",96,4,Notar,5187,5910000
28 februari 2017,Textilgatan 23,95,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5156,7050000
24 februari 2017,"Vingårdsgatan 5, 3 tr","95,5",4,Södermäklarna,5617,6250000
24 februari 2017,"Alva Myrdals gata 8, vån 5",97,4,HusmanHagberg Hägersten,5451,4800000
24 februari 2017,Segelflygsgatan 29,99,4,HusmanHagberg Enskede,6250,3930000
23 februari 2017,"Åsögatan 154 C, 4 tr",96,4,Fastighetsbyrån Stockholm - Södermalm,4891,8000000
23 februari 2017,Torphagsvägen 14,95,4,Notar,5192,6500000
22 februari 2017,Beckomberga allé 12,98,4,Svenska Mäklarhuset Bromma,5665,4200000
22 februari 2017,"Lindhagensgatan 139, 3 tr","99,5",4,Karlsson & Uddare AB,4383,7500000
21 februari 2017,"Hildebergsvägen 16, 3tr",95,4,SkandiaMäklarna Hägersten,5846,5450000
20 februari 2017,"Sjöviksvägen 128, vån 5",100,4,Mäklarhuset Nyproduktion Norden,5148,6500000
16 februari 2017,Sjöviksbacken 47,99,4,Fastighetsbyrån Hägersten/Älvsjö,5590,6645000
15 februari 2017,"Eastmansvägen 17, 4 tr",96,3,Bjurfors Vasastan,4678,10950000
15 februari 2017,"Rörstrandsgatan 37, 5 tr",96,4,Bostadsrättsspecialisten,2638,10000000
15 februari 2017,"Harpsundsvägen 78, 7tr",96,4,Tradition Fastighetsmäkleri,5129,4150000
14 februari 2017,"Borgargatan 18, 1tr",97,4,Södermäklarna,4450,6700000
14 februari 2017,"Kellgrensgatan 18, Vån 2",99,4,Diplomat Fastighetmäkleri,4694,7050000
11 februari 2017,"Borgargatan 16, 1tr",99,4,ERA Storstad,4541,6750000
10 februari 2017,"Sandhamnsgatan 30, 4 tr",100,4,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,4757,8250000
9 februari 2017,"Löjtnantsgatan 24, 6tr",96,4,Fastighetsbyrån Stockholm – Östermalm,2940,8375000
9 februari 2017,Harplingegränd 12,95,4,Fastighetsbyrån Hägersten/Älvsjö,4889,2660000
9 februari 2017,Kavelbrovägen 12,96,4,Mäklarhuset Älvsjö,5211,5050000
7 februari 2017,Annedalsvägen 42,95,4,Notar,5242,5360000
3 februari 2017,"Bjurholmsplan 26, 5tr",100,4,Södermäklarna,3072,8800000
2 februari 2017,Mössebergsvägen 26,96,4,Fastighetsbyrån Bromma,4440,6300000
2 februari 2017,Rorgängargatan 11,"97,5",4,Svensk Fastighetsförmedling Hammarby Sjöstad,5541,6850000
2 februari 2017,Lollandsgatan 21,"99,5",4,Svensk Fastighetsförmedling Kista,4802,3730000
1 februari 2017,"Telefonvägen 37, bv",98,4,Notar,5371,4595000
26 januari 2017,Sehlstedtsgatan 7,98,4,Fastighetsbyrån Stockholm – Östermalm,4900,7000000
26 januari 2017,Segervägen 204,97,4,Notar,5924,4500000
26 januari 2017,"Lars Forssells Gata 22, 5 tr","95,5",4,Erik Olsson Fastighetsförmedling,4227,7450000
26 januari 2017,Götgatan 108,96,4,BOSTHLM Fastighetsmäklare AB,4080,6300000
25 januari 2017,"Sturehillsvägen 13, 5tr",95,4,SkandiaMäklarna Hägersten,4679,6530000
25 januari 2017,Grusåsgränd 16,97,4,Svensk Fastighetsförmedling Hammarbyhöjden,4459,4260000
24 januari 2017,Västertorpsvägen 1,"95,5",4,Mäklarringen Hägersten/Skärholmen/Älvsjö,5168,4900000
20 januari 2017,"Sorögatan 29, 5tr",100,4,Fastighetsbyrån Kista,6809,3410000
20 januari 2017,"Heleneborgsgatan 54, 3 tr","95,7",4,Fastighetsbyrån Stockholm - Södermalm,3783,8550000
19 januari 2017,"Fredrika Bremers Gata 21, 2 tr","95,5",4,Fastighetsbyrån Hägersten/Älvsjö,7425,3150000
19 januari 2017,"Mejselvägen 48, nb",96,4,Fastighetsbyrån Hägersten/Älvsjö,5206,4800000
19 januari 2017,"Kristinebergsvägen 10, 3 tr",97,4,HusmanHagberg Kungsholmen,4356,7030000
19 januari 2017,Lötmogatan 9,97,3,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4661,5550000
18 januari 2017,"Johan Skyttes väg 340, vån 4",97,4,Svenska Mäklarhuset Älvsjö/Bandhagen,5065,6050000
17 januari 2017,Alpvägen 25,96,4,Fastighetsbyrån Bromma,5399,5065000
15 januari 2017,Beckomberga allé 16,98,4,Svenska Mäklarhuset Vällingby,5665,4275000
13 januari 2017,Suddagummans gata 12,97,4,Svenska Mäklarhuset Bromma,5511,4350000
13 januari 2017,Glindragränd 3,97,4,Svensk Fastighetsförmedling Årsta,5281,5650000
12 januari 2017,"Älvsjövägen 14, 5tr","97,5",4,Södermäklarna,5647,4400000
11 januari 2017,Söderberga allé 44,99,4,Bjurfors Bromma,6511,3300000
11 januari 2017,Lindhagensgatan 137,"99,5",4,SkandiaMäklarna Stockholm Kungsholmen,4584,7550000
11 januari 2017,Tenstavägen 10,96,4,HusmanHagberg Kista,6195,2100000
2 januari 2017,Bromstens Plan 4,98,4,Mäklarhuset Spånga,7451,2000000
2 januari 2017,Söderberga Allé 27,"98,5",4,Mäklarhuset Ekerö,5763,2960000
23 december 2016,Drachmannsgatan 4,100,4,HEM Fastighetsmäklare Sverige AB,5508,7500000
15 december 2016,Hammarbyterrassen 7,99,4,Alexander White,5362,7480000
15 december 2016,Emils Gata 11 A,100,4,Svenska Mäklarhuset Bromma,5647,4510000
15 december 2016,"Ulriksborgsgatan 16, 5 tr",97,4,Mäklarhuset Stockholm Innerstan,4053,7150000
14 december 2016,Helsingörsgatan 29,100,4,Svensk Fastighetsförmedling Kista,5457,3370000
8 december 2016,Lindhagensterrassen 27,97,4,Fastighetsbyrån Stockholm - Kungsholmen,3837,7000000
8 december 2016,Aprikosgatan 19 A,"97,5",4,Länsförsäkringar Fastighetsförmedling Stockholm - Vällingby,5018,3100000
8 december 2016,"Primusgatan 87, 6tr",98,4,Karlsson & Uddare AB,5250,8000000
7 december 2016,Emilia Fogelklous gata 19,95,4,Länsförsäkringar Fastighetsförmedling Stockholm - Fruängen,4277,4350000
6 december 2016,Gränsholmsbacken 11,100,4,Mäklarhuset Älvsjö,4448,2750000
4 december 2016,Ballonggatan 1,97,4,HusmanHagberg Enskede,6245,3000000
1 december 2016,Nybodaringen 105,95,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,5032,5030000
30 november 2016,Hårdvallsgatan 11,97,4,Notar,5350,6150000
26 november 2016,Kommendörsgatan 20B,95,4,Oscars Fastighetsmäkleri KB,2490,9000000
21 november 2016,Textilgatan 23,95,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5156,6970000
21 november 2016,"Hildebergsvägen 16, 1tr",95,4,SkandiaMäklarna Hägersten,5846,5450000
18 november 2016,Nockeby Backe 2E,98,4,Fastighetsbyrån Bromma,5249,5150000
18 november 2016,"Sköntorpsvägen 70, 2 tr",97,4,Notar,3488,5775000
17 november 2016,Eldsbergagränd 39,95,4,SkandiaMäklarna Älvsjö,4975,2910000
16 november 2016,Rosterigränd 3,98,4,Notar,5699,6100000
16 november 2016,"Regeringsgatan 83, 1 tr",97,4,Oscars Fastighetsmäkleri KB,5184,9000000
16 november 2016,Maria Röhls väg 3,98,4,HusmanHagberg Farsta,4961,4900000
15 november 2016,"Birkagatan 33, 1 ½ tr",99,3,Karlsson & Uddare AB,3094,9450000
14 november 2016,Snickerigatan 14,97,4,Fastighetsbyrån Hägersten/Älvsjö,5537,5800000
14 november 2016,Hagagatan 17 B,96,4,Erik Olsson Fastighetsförmedling,3929,7100000
14 november 2016,"Sköntorpsvägen 72, 4 tr",97,4,Svensk Fastighetsförmedling Årsta,3483,5800000
9 november 2016,Mejselvägen 48,96,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,5206,4650000
9 november 2016,"Metargatan 15, 3tr (vån 2 hiss)",96,4,Svensk Fastighetsförmedling Sthlm Södermalm,5131,8340000
8 november 2016,"Björnsonsgatan 156, 4tr",100,4,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,5190,4600000
7 november 2016,Gränsholmsbacken 2,100,4,HusmanHagberg Hägersten,4448,2800000
7 november 2016,Kungsholms Strand 107,99,4,Erik Olsson Fastighetsförmedling,5702,7300000
4 november 2016,Klas Klättermus gata 5,95,4,Notar,4833,4750000
3 november 2016,Bohusgatan 55,99,4,Mäklarhuset Enskede,4120,8200000
2 november 2016,"Majrovägen 17,2tr",99,4,Svensk Fastighetsförmedling Farsta-Enskede,6600,4625000
1 november 2016,"Tomtebogatan 37, 1tr",95,4,Fastighetsbyrån Stockholm - Vasastan,4316,8450000
31 oktober 2016,"Primusgatan 87, 3tr",100,4,Karlsson & Uddare AB,5325,7960000
30 oktober 2016,Selmedalsvägen 4,100,4,HusmanHagberg Hägersten,4566,5000000
29 oktober 2016,"Hammarby Fabriksväg 101, 2tr (pl 4)",96,4,Svenska Mäklarhuset Hammarby Sjöstad,5571,6325000
29 oktober 2016,"Årgångsgatan 5, 2 tr",99,4,Stones Fastighetsförmedling,5365,6800000
28 oktober 2016,"Skagafjordsgatan 14, 4tr",99,4,Fastighetsbyrån Kista,5767,3430000
28 oktober 2016,"Helsingörsgatan 33, 2tr",100,4,Fastighetsbyrån Kista,5691,3750000
28 oktober 2016,"Gräsholmsvägen 46, 3 tr","95,5",4,Fastighetsbyrån Hägersten/Älvsjö,7251,2900000
28 oktober 2016,"Regattakajen 12, pl 6",99,4,Svenska Mäklarhuset Hammarby Sjöstad,4765,10150000
28 oktober 2016,Varmfrontsgatan 7,99,4,HusmanHagberg Enskede,6582,3525000
27 oktober 2016,"Telefonvägen 19, 3 tr","95,5",4,Fastighetsbyrån Hägersten/Älvsjö,4489,6210000
27 oktober 2016,Blekegatan 3,95,4,Fastighetsbyrån Hägersten/Älvsjö,5005,5750000
27 oktober 2016,Kavelbrovägen 16,96,4,Fastighetsbyrån Hägersten/Älvsjö,5211,5125000
27 oktober 2016,"Döbelnsgatan 18, 3tr",100,4,Edward & Partners Fastighetsmäklare AB,6078,9700000
27 oktober 2016,Segelflygsgatan 23,97,4,Edward & Partners Fastighetsmäklare AB,6027,3350000
27 oktober 2016,Söderberga allé 19,"98,5",4,MOHV Solna,6066,2700000
26 oktober 2016,Ågesta Broväg 32,99,4,Notar,5929,3300000
26 oktober 2016,Salagatan 13,"97,5",4,Länsförsäkringar Fastighetsförmedling Stockholm - Vällingby,6254,3150000
26 oktober 2016,Bennebolsgatan 28,98,4,Notar,5726,3250000
25 oktober 2016,Sandelsgatan 42,96,4,Notar,4090,7500000
24 oktober 2016,Hornsgatan 33 B,96,4,Skeppsholmen Sotheby's International Realty,2150,9300000
24 oktober 2016,Fartygsgatan 4,97,4,HusmanHagberg Hammarby Sjöstad,5593,6650000
23 oktober 2016,"Industrigatan 2, vån 3",99,4,Alexander White,5407,9400000
22 oktober 2016,Jaktgatan 9,100,4,ERA Storstad,5833,7800000
20 oktober 2016,Minnebergsvägen 12,98,4,Svenska Mäklarhuset Bromma,4826,6100000
20 oktober 2016,Sickla Kanalgata 51,"97,5",4,FANTASTIC FRANK SJÖSTADEN,5699,6800000
20 oktober 2016,Skebokvarnsvägen 8,"96,5",4,Svenska Mäklarhuset Älvsjö/Bandhagen,5844,3700000
19 oktober 2016,Glädjevägen 4B,100,4,HusmanHagberg Vällingby/Hässelby/Spånga,6057,2425000
17 oktober 2016,Johan Skyttes väg 396,98,4,SkandiaMäklarna Älvsjö,4844,5900000
17 oktober 2016,Luntmakargatan 92,96,4,Mäklarringen Stockholms Innerstad,4471,9250000
14 oktober 2016,Bäverbäcksgränd 36,97,4,HusmanHagberg Älvsjö,6782,2500000
13 oktober 2016,"Nybohovsbacken 81, vån 4",97,4,Notar,3205,5360000
13 oktober 2016,"Fagningsgatan 6, 5 tr",97,4,Notar,5288,7128113
12 oktober 2016,"Nordenflychtsvägen 65, vån 4",95,4,Diplomat Fastighetmäkleri,5260,7050000
12 oktober 2016,"Hornsgatan 141 C, 7TR",95,3,Svensk Fastighetsförmedling Sthlm Södermalm,5082,6900000
11 oktober 2016,"Lollandsgatan 9, 1 tr","99,5",4,HusmanHagberg Kista,5040,3800000
11 oktober 2016,"Dannemoragatan 10, 2 tr",96,3,Notar,4189,8500000
8 oktober 2016,Bränningevägen 30 B,96,4,Svensk Fastighetsförmedling Årsta,4491,5500000
7 oktober 2016,Molkomsbacken 24,100,4,SkandiaMäklarna Enskede,3437,3300000
7 oktober 2016,"Sara Lidmans Gata 6, 6 tr","96,5",4,Karlsson & Uddare AB,4782,7700000
6 oktober 2016,Henriksdalsallén 36,"97,5",4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,5022,8500000
6 oktober 2016,Vinodlargatan 6,95,4,Södermäklarna,5597,6700000
6 oktober 2016,"Sandelsgatan 21, 2tr",98,4,Notar,4250,9250000
6 oktober 2016,"Sara Lidmans Gata 2, 6 tr",99,4,Karlsson & Uddare AB,4908,8500000
6 oktober 2016,Karlbergsvägen 66 A,"95,5",4,HusmanHagberg Vasastan,3942,8400000
5 oktober 2016,Alpvägen 21,99,4,Fastighetsbyrån Bromma,6102,5030000
5 oktober 2016,"Karlskronavägen 4b, 3tr","98,5",4,Bjurfors Hammarby/Skarpnäck & Farsta,5791,5750000
5 oktober 2016,Skridskovägen 9E,100,4,HusmanHagberg Hägersten,5463,6075000
4 oktober 2016,"Båtholmsbacken 23, 1tr",100,4,BOSTHLM Fastighetsmäklare AB,4448,2800000
4 oktober 2016,"Älvsåkersgränd 23, bv",95,4,Notar,5954,2350000
3 oktober 2016,"Borgarfjordsgatan 21 A, våning 18",98,4,HusmanHagberg Kista,5083,4150000
29 september 2016,"Östersundsgatan 7, 5tr",97,4,Bjurfors Vällingby/Hässelby,5254,3700000
29 september 2016,"Pilottorget 6, 2tr",98,4,Notar,6204,3550000
29 september 2016,"Kungsholmstorg 3C, 2 tr",99,4,Karlsson & Uddare AB,3665,9700000
28 september 2016,"Astrakangatan 84, bv",99,4,Fastighetsbyrån Hässelby,6377,2550000
28 september 2016,Lumagatan 13,97,4,FANTASTIC FRANK SJÖSTADEN,4466,6900000
27 september 2016,"Krakel spektakels gata 3, 5tr",95,4,Svenska Mäklarhuset Bromma,4570,5050000
27 september 2016,"Bällstavägen 60, 3tr",96,4,Svenska Mäklarhuset Bromma,6040,4500000
26 september 2016,Textilgatan 23,95,4,Svenska Mäklarhuset Hammarby Sjöstad,5150,7075000
23 september 2016,"Hildebergsvägen 14, 1tr",95,4,SkandiaMäklarna Hägersten,5846,5395000
23 september 2016,Brattforsgatan 1,100,4,SkandiaMäklarna Enskede,6177,3590000
22 september 2016,Zinkens väg 59,95,4,Södermäklarna,5078,7800000
21 september 2016,Primusgatan 84,100,4,Fastighetsbyrån Bromma,5518,8000000
21 september 2016,Katrinebergsbacken 18,97,4,Svensk Fastighetsförmedling Hägersten-Liljeholmen,4725,6050000
21 september 2016,"Kavelbrovägen 10, 1 tr",96,4,Svenska Mäklarhuset Älvsjö/Bandhagen,4991,4650000
21 september 2016,Redargatan 6,98,4,Svensk Fastighetsförmedling Hammarby Sjöstad,5466,6400000
20 september 2016,"Pellepennans gata 3, 1tr",96,4,Svenska Mäklarhuset Bromma,5307,5340000
19 september 2016,"Linnégatan 56, 4 tr",98,4,Alexander White,3945,9300000
16 september 2016,"Ringvägen 134, 2tr",97,4,Fastighetsbyrån Stockholm - Södermalm,5036,7100000
16 september 2016,Nockeby backe 2G,98,4,Svenska Mäklarhuset Bromma,5249,5295000
16 september 2016,"Bohusgatan 51, 3 tr",98,4,HusmanHagberg Södermalm/Gamla Stan,4301,7550000
15 september 2016,Barnängs Tvärgränd 5,95,4,Bjurfors Södermalm,6139,7400000
15 september 2016,Anders Reimers väg 12,96,4,Reimersholme Fastighetsmäkleri AB,6214,8725000
14 september 2016,"Midskeppsgatan 21, 5tr",98,4,Svenska Mäklarhuset Hammarby Sjöstad,5085,8000000
14 september 2016,"Karlbergsvägen 54, 3 tr",98,4,HusmanHagberg Vasastan,4771,9900000
10 september 2016,Mattvägen 3,100,4,Erik Olsson Fastighetsförmedling,5652,5510000
9 september 2016,Konvojgatan 3,"95,5",4,Svenska Mäklarhuset Hammarby Sjöstad,6497,7300000
8 september 2016,Aktergatan 21,100,4,Fastighetsbyrån Stockholm - Hammarby Sjöstad,6369,6500000
8 september 2016,"Björnsonsgatan 154, 4tr",100,4,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,5191,4800000
8 september 2016,"Gamla Huddingevägen 451, vån 2",97,4,Svenska Mäklarhuset Älvsjö/Bandhagen,5618,4225000
7 september 2016,Älvsborgsgatan 3,99,4,Fastighetsbyrån Stockholm - Södermalm,3943,7495000
7 september 2016,"Fjärdholmsgränd 9A, 6tr HÖGST UPP!",95,4,Fastighetsbyrån Hägersten/Älvsjö,4728,2500000
7 september 2016,"Kellgrensgatan 18, Vån 6 / 6",99,4,Diplomat Fastighetmäkleri,4694,7600000
7 september 2016,Lustgårdsgatan 16,"95,5",4,Diplomat Fastighetmäkleri,4394,6250000
6 september 2016,Hälsingegatan 8,99,3,Innerstadsspecialisten S AB,3499,8800000
5 september 2016,"Årgångsgatan 5, 3 tr",99,4,Notar,5120,6650000
5 september 2016,"Vingårdsgatan 2, 5tr",97,4,SkandiaMäklarna Hägersten,4828,7995000
5 september 2016,Banérgatan 77,100,4,Fastighetsmäklarna,3309,10600000
2 september 2016,Lindhagensterrassen 27,97,4,Hemverket AB,4069,7900000
2 september 2016,"Malmgårdsvägen 6, 3 tr",95,4,Svenska Mäklarhuset Södermalm,3858,9300000
2 september 2016,Söderberga allé 44,99,4,Mäklarhuset Ekerö,6511,2380000
2 september 2016,Sjöviksbacken 49,99,4,Mäklarhuset Liljeholmen,5371,5900000
1 september 2016,"Vättersvägen 30, 2 tr",98,4,Svensk Fastighetsförmedling Årsta,4275,5350000
27 augusti 2016,"Johanneshovsvägen 110, våning 2",95,4,Fastighetsbyrån Årsta,5213,5225000
26 augusti 2016,"Hårdvallsgatan 11, 2tr",97,4,Notar,5570,6395000
25 augusti 2016,Båtholmsbacken 14,100,4,HusmanHagberg Hägersten,4448,3000000
25 augusti 2016,Snickerigatan 9,96,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,5187,5800000
22 augusti 2016,"Ågesta broväg 40, 5tr",99,4,Notar,5929,3490000
20 augusti 2016,Instrumentvägen 39,"95,5",4,ERA Bostad Sthlm,5723,5130000
18 augusti 2016,"Emils gata 9, 5tr",96,4,Svenska Mäklarhuset Bromma,5466,4700000
18 augusti 2016,Segelflygsgatan 31,99,4,HusmanHagberg Enskede,6388,3850000
18 augusti 2016,"Metargatan 15, 2tr",96,4,Svensk Fastighetsförmedling Sthlm Södermalm,5131,8650000
17 augusti 2016,"Nackagatan 16, 6 tr","98,5",4,SkandiaMäklarna Stockholm Södermalm,7460,7800000
17 augusti 2016,Ågesta Broväg 40 1 / 2 tr,"96,5",4,HusmanHagberg Farsta,5791,3100000
11 augusti 2016,"Johan skyttes väg 400, 1tr",100,4,Fastighetsbyrån Hägersten/Älvsjö,4912,5250000
20 juli 2016,Dartanjangs gata 48,100,4,Fastighetsbyrån Bromma,5340,4200000
19 juli 2016,"Hebergsgränd 23, vån 2",95,4,Fastighetsbyrån Hägersten/Älvsjö,4976,2680000
18 juli 2016,"Harplingegränd 34, 3 tr",95,4,Notar,4972,2600000
15 juli 2016,"Holländargatan 40, 2 tr",97,4,Fastighetsmäklarna,3722,7900000
15 juli 2016,"Hildebergsvägen 18, våning 4 / 4",95,4,Svensk Fastighetsförmedling Liljeholmen,5846,5380000
13 juli 2016,"Folkungagatan 74, 2tr",98,3,BOSTHLM Fastighetsmäklare AB,4564,7800000
12 juli 2016,"Sara Lidmans Gata 6, 2 tr","96,5",4,Karlsson & Uddare AB,4782,7100000
7 juli 2016,"Jenny Linds gata 16, 1 tr",96,4,Länsförsäkringar Fastighetsförmedling Stockholm - Hägersten,4934,3950000
6 juli 2016,"Borgarfjordsgatan 21 A, våning 25",98,4,Fastighetsbyrån Kista,5083,3990000
6 juli 2016,Älvsjö torg 17,97,4,HusmanHagberg Älvsjö,5112,4650000
5 juli 2016,"Ringstedsgatan 38, 2tr","99,5",4,Fastighetsbyrån Kista,5988,2995000
30 juni 2016,Norrtullsgatan 26,97,4,Fastighetsbyrån Stockholm - Vasastan,4055,7700000
28 juni 2016,"Blekholmsterrassen 5, 6tr","98,5",4,Fastighetsbyrån Stockholm - Vasastan,6850,7900000
27 juni 2016,Slättåkragränd 15,95,4,Fastighetsbyrån Hägersten/Älvsjö,4743,2800000
27 juni 2016,"Löjtnantsgatan 10, 1+2 tr",96,4,Fastighetsbyrån Stockholm – Östermalm,3482,7500000
23 juni 2016,"Slättgårdsvägen 109, 3 tr",95,4,Fastighetsbyrån Hägersten/Älvsjö,4633,3450000
22 juni 2016,Blommensbergsvägen 132,97,4,Fastighetsbyrån Hägersten/Älvsjö,6048,5000000
22 juni 2016,"Eyvind Johnsons Gata 7, 3 tr",96,4,Karlsson & Uddare AB,4462,7000000
17 juni 2016,"Getfotsvägen 59, 3 tr",100,4,ERA Enskede-Farsta kontoret,6274,4380000
